origin_id,destination_id,destination_name,layer,distance_km,duration_hours,price_per_vehicle,currency,vehicle_capacity,method
WH-CENTER-JAKARTA,IDN-CITY-031,Jayapura,last_mile,4845.966,115.380,7000000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-032,Bengkulu,last_mile,733.347,17.461,1110000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-033,Palu,last_mile,2006.637,47.777,2980000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-034,Sukabumi,last_mile,100.474,2.392,190000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-035,Ambon,last_mile,3056.728,72.779,4510000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-036,Kendari,last_mile,2251.209,53.600,3260000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-037,Cirebon,last_mile,257.995,6.143,420000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-038,Dumai,last_mile,1404.014,33.429,2060000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-039,Binjai,last_mile,1829.907,43.569,2690000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-040,Kediri,last_mile,770.796,18.352,1170000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-041,Sorong,last_mile,3574.674,85.111,5180000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-042,Tegal,last_mile,345.749,8.232,540000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-043,Pematang Siantar,last_mile,1706.472,40.630,2530000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-044,Banda Aceh,last_mile,2343.330,55.794,3400000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-045,Tarakan,last_mile,2052.071,48.859,3040000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-046,Probolinggo,last_mile,929.190,22.124,1380000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-047,Singkawang,last_mile,1052.986,25.071,1570000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-048,Batu,last_mile,845.233,20.125,1270000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-049,Pasuruan,last_mile,887.860,21.140,1340000,IDR,1,haversine
WH-CENTER-JAKARTA,IDN-CITY-050,Lhokseumawe,last_mile,2125.125,50.598,3170000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-001,Jakarta,last_mile,546.451,13.011,840000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-002,Surabaya,last_mile,1267.212,30.172,1890000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-003,Bekasi,last_mile,553.138,13.170,850000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-004,Bandung,last_mile,688.727,16.398,1030000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-005,Medan,last_mile,1276.407,30.391,1880000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-006,Depok,last_mile,571.913,13.617,880000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-007,Tangerang,last_mile,524.574,12.490,800000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-008,Palembang,last_mile,0.000,0.000,40000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-009,Semarang,last_mile,994.135,23.670,1500000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-010,Makassar,last_mile,2119.427,50.463,3070000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-011,Tangerang Selatan,last_mile,542.360,12.913,840000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-012,Batam,last_mile,577.114,13.741,890000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-013,Bandar Lampung,last_mile,350.985,8.357,550000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-014,Bogor,last_mile,582.264,13.863,880000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-015,Pekanbaru,last_mile,677.286,16.126,1040000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-016,Padang,last_mile,685.035,16.310,1040000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-017,Malang,last_mile,1320.508,31.441,1970000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-018,Samarinda,last_mile,1788.758,42.589,2610000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-019,Denpasar,last_mile,1687.006,40.167,2480000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-020,Tasikmalaya,last_mile,800.908,19.069,1210000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-021,Balikpapan,last_mile,1760.422,41.915,2560000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-022,Serang,last_mile,491.415,11.700,770000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-023,Pontianak,last_mile,781.911,18.617,1160000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-024,Banjarmasin,last_mile,1393.596,33.181,2040000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-025,Jambi,last_mile,260.471,6.202,420000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-026,Manado,last_mile,2934.450,69.868,4310000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-027,Kupang,last_mile,2859.976,68.095,4210000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-028,Mataram,last_mile,1800.743,42.875,2630000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-029,Cilegon,last_mile,464.269,11.054,720000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-030,Yogyakarta,last_mile,1052.350,25.056,1580000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-031,Jayapura,last_mile,5117.456,121.844,7570000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-032,Bengkulu,last_mile,368.741,8.780,570000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-033,Palu,last_mile,2169.892,51.664,3200000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-034,Sukabumi,last_mile,642.827,15.305,980000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-035,Ambon,last_mile,3330.755,79.304,4910000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-036,Kendari,last_mile,2524.661,60.111,3730000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-037,Cirebon,last_mile,754.236,17.958,1120000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-038,Dumai,last_mile,858.778,20.447,1300000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-039,Binjai,last_mile,1292.203,30.767,1920000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-040,Kediri,last_mile,1236.875,29.449,1830000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-041,Sorong,last_mile,3799.508,90.464,5550000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-042,Tegal,last_mile,831.248,19.792,1240000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-043,Pematang Siantar,last_mile,1168.372,27.818,1730000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-044,Banda Aceh,last_mile,1812.971,43.166,2660000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-045,Tarakan,last_mile,2035.698,48.469,2950000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-046,Probolinggo,last_mile,1373.969,32.714,2050000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-047,Singkawang,last_mile,806.228,19.196,1220000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-048,Batu,last_mile,1298.789,30.924,1920000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-049,Pasuruan,last_mile,1332.440,31.725,1980000,IDR,1,haversine
WH-CENTER-PALEMBANG,IDN-CITY-050,Lhokseumawe,last_mile,1586.640,37.777,2330000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-001,Jakarta,last_mile,1816.060,43.240,2700000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-002,Surabaya,last_mile,2509.292,59.745,3690000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-003,Bekasi,last_mile,1826.073,43.478,2690000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-004,Bandung,last_mile,1961.705,46.707,2910000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-005,Medan,last_mile,0.000,0.000,40000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-006,Depok,last_mile,1841.732,43.851,2730000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-007,Tangerang,last_mile,1793.613,42.705,2650000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-008,Palembang,last_mile,1276.407,30.391,1870000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-009,Semarang,last_mile,2258.331,53.770,3280000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-010,Makassar,last_mile,3212.128,76.479,4690000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-011,Tangerang Selatan,last_mile,1810.089,43.097,2710000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-012,Batam,last_mile,837.029,19.929,1280000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-013,Bandar Lampung,last_mile,1588.037,37.810,2340000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-014,Bogor,last_mile,1848.009,44.000,2710000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-015,Pekanbaru,last_mile,599.387,14.271,920000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-016,Padang,last_mile,692.298,16.483,1040000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-017,Malang,last_mile,2575.162,61.313,3730000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-018,Samarinda,last_mile,2677.727,63.755,3960000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-019,Denpasar,last_mile,2925.335,69.651,4320000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-020,Tasikmalaya,last_mile,2075.715,49.422,3090000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-021,Balikpapan,last_mile,2693.507,64.131,3950000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-022,Serang,last_mile,1749.899,41.664,2570000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-023,Pontianak,last_mile,1606.016,38.238,2400000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-024,Banjarmasin,last_mile,2465.223,58.696,3570000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-025,Jambi,last_mile,1016.050,24.192,1520000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-026,Manado,last_mile,3735.259,88.935,5380000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-027,Kupang,last_mile,4046.471,96.345,5840000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-028,Mataram,last_mile,3028.255,72.101,4380000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-029,Cilegon,last_mile,1719.450,40.939,2510000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-030,Yogyakarta,last_mile,2325.060,55.359,3460000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-031,Jayapura,last_mile,6049.281,144.031,8800000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-032,Bengkulu,last_mile,1164.784,27.733,1710000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-033,Palu,last_mile,3081.053,73.358,4510000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-034,Sukabumi,last_mile,1907.273,45.411,2840000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-035,Ambon,last_mile,4320.904,102.879,6220000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-036,Kendari,last_mile,3553.617,84.610,5150000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-037,Cirebon,last_mile,2030.030,48.334,3030000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-038,Dumai,last_mile,431.258,10.268,670000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-039,Binjai,last_mile,35.600,0.848,100000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-040,Kediri,last_mile,2496.212,59.434,3690000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-041,Sorong,last_mile,4695.407,111.795,6830000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-042,Tegal,last_mile,2104.920,50.117,3130000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-043,Pematang Siantar,last_mile,111.704,2.660,210000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-044,Banda Aceh,last_mile,552.932,13.165,850000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-045,Tarakan,last_mile,2688.309,64.007,4000000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-046,Probolinggo,last_mile,2619.323,62.365,3900000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-047,Singkawang,last_mile,1510.939,35.975,2220000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-048,Batu,last_mile,2550.889,60.735,3720000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-049,Pasuruan,last_mile,2579.048,61.406,3810000,IDR,1,haversine
WH-CENTER-MEDAN,IDN-CITY-050,Lhokseumawe,last_mile,310.521,7.393,490000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-001,Jakarta,last_mile,836.164,19.909,1260000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-002,Surabaya,last_mile,0.000,0.000,40000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-003,Bekasi,last_mile,810.015,19.286,1220000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-004,Bandung,last_mile,713.171,16.980,1070000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-005,Medan,last_mile,2509.292,59.745,3650000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-006,Depok,last_mile,816.885,19.450,1220000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-007,Tangerang,last_mile,854.992,20.357,1290000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-008,Palembang,last_mile,1267.212,30.172,1900000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-009,Semarang,last_mile,303.852,7.235,490000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-010,Makassar,last_mile,1024.574,24.395,1550000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-011,Tangerang Selatan,last_mile,849.144,20.218,1270000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-012,Batam,last_mile,1696.801,40.400,2530000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-013,Bandar Lampung,last_mile,1073.053,25.549,1610000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-014,Bogor,last_mile,832.152,19.813,1240000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-015,Pekanbaru,last_mile,1923.480,45.797,2870000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-016,Padang,last_mile,1951.430,46.463,2850000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-017,Malang,last_mile,104.333,2.484,200000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-018,Samarinda,last_mile,1151.950,27.427,1700000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-019,Denpasar,last_mile,419.863,9.997,650000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-020,Tasikmalaya,last_mile,619.113,14.741,950000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-021,Balikpapan,last_mile,1058.799,25.209,1600000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-022,Serang,last_mile,922.910,21.974,1370000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-023,Pontianak,last_mile,1123.515,26.750,1670000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-024,Banjarmasin,last_mile,614.443,14.630,940000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-025,Jambi,last_mile,1514.197,36.052,2210000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-026,Manado,last_mile,2139.741,50.946,3110000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-027,Kupang,last_mile,1609.048,38.311,2400000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-028,Mataram,last_mile,535.782,12.757,810000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-029,Cilegon,last_mile,952.102,22.669,1440000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-030,Yogyakarta,last_mile,327.171,7.790,510000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-031,Jayapura,last_mile,4040.744,96.208,5960000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-032,Bengkulu,last_mile,1547.718,36.850,2260000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-033,Palu,last_mile,1364.511,32.488,2010000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-034,Sukabumi,last_mile,800.704,19.064,1220000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-035,Ambon,last_mile,2263.017,53.881,3370000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-036,Kendari,last_mile,1474.312,35.103,2210000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-037,Cirebon,last_mile,579.321,13.793,900000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-038,Dumai,last_mile,2078.465,49.487,3040000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-039,Binjai,last_mile,2529.924,60.236,3680000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-040,Kediri,last_mile,122.608,2.919,220000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-041,Sorong,last_mile,2809.911,66.903,4170000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-042,Tegal,last_mile,492.209,11.719,750000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-043,Pematang Siantar,last_mile,2407.288,57.316,3520000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-044,Banda Aceh,last_mile,3058.606,72.824,4450000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-045,Tarakan,last_mile,1655.508,39.417,2470000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-046,Probolinggo,last_mile,110.706,2.636,200000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-047,Singkawang,last_mile,1259.009,29.976,1890000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-048,Batu,last_mile,75.582,1.800,160000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-049,Pasuruan,last_mile,73.551,1.751,150000,IDR,1,haversine
WH-CENTER-SURABAYA,IDN-CITY-050,Lhokseumawe,last_mile,2817.905,67.093,4130000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-001,Jakarta,last_mile,1813.228,43.172,2710000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-002,Surabaya,last_mile,1024.574,24.395,1520000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-003,Bekasi,last_mile,1783.889,42.474,2640000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-004,Bandung,last_mile,1712.227,40.767,2500000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-005,Medan,last_mile,3212.128,76.479,4700000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-006,Depok,last_mile,1798.693,42.826,2630000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-007,Tangerang,last_mile,1828.296,43.531,2690000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-008,Palembang,last_mile,2119.427,50.463,3070000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-009,Semarang,last_mile,1311.185,31.219,1950000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-010,Makassar,last_mile,0.000,0.000,40000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-011,Tangerang Selatan,last_mile,1827.242,43.506,2730000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-012,Batam,last_mile,2377.748,56.613,3540000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-013,Bandar Lampung,last_mile,2023.864,48.187,2940000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-014,Bogor,last_mile,1819.437,43.320,2680000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-015,Pekanbaru,last_mile,2686.205,63.957,4000000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-016,Padang,last_mile,2782.515,66.250,4070000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-017,Malang,last_mile,1058.294,25.197,1580000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-018,Samarinda,last_mile,746.565,17.775,1130000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-019,Denpasar,last_mile,792.821,18.877,1190000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-020,Tasikmalaya,last_mile,1632.156,38.861,2420000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-021,Balikpapan,last_mile,659.828,15.710,990000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-022,Serang,last_mile,1896.914,45.165,2830000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-023,Pontianak,last_mile,1613.547,38.418,2400000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-024,Banjarmasin,last_mile,748.520,17.822,1120000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-025,Jambi,last_mile,2323.767,55.328,3420000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-026,Manado,last_mile,1208.628,28.777,1810000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-027,Kupang,last_mile,926.408,22.057,1380000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-028,Mataram,last_mile,691.550,16.465,1060000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-029,Cilegon,last_mile,1922.080,45.764,2860000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-030,Yogyakarta,last_mile,1351.633,32.182,1980000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-031,Jayapura,last_mile,3032.739,72.208,4480000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-032,Bengkulu,last_mile,2457.374,58.509,3650000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-033,Palu,last_mile,594.445,14.153,910000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-034,Sukabumi,last_mile,1799.380,42.842,2640000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-035,Ambon,last_mile,1244.691,29.635,1860000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-036,Kendari,last_mile,450.215,10.719,700000,IDR,1,haversine
WH-CENTER-MAKASSAR,IDN-CITY-037,Cirebon,last_mile,1571.417,37.415,2340000,IDR,1,haversine
